context_id,question
6759816039360941711,کروم به جز سلامت انسان به چه چیز دیگری اسیب می زند؟
6759816039360941711,در همدان چه نوع چرمی تولید می‌شد؟
-6752498563809270331,طلا چه رنگیه؟
-6752498563809270331,قدیمی‌ترین معدن جهان در کجاست؟
-6752498563809270331,چرا طلای خالص را آلیاژ می‌کنند؟
-6752498563809270331,رشته های طلا چقدر می توانند باشند؟
-6752498563809270331,طلا چه شکلی دارد؟
-6752498563809270331,طلا در کجای طبیعت وجود دارد؟
-6752498563809270331,طلای ۱۸ عیار اغلب در کجا بکار می‌رود؟
-7015501195264718285,چرا انسان ها از پول استفاده می کنند؟
-7015501195264718285,پخش های مختلف پول کدامند؟
-7015501195264718285,چرا مردم پول را برای مبادله معتبر می‌دانند؟ 
-7015501195264718285,حجم پول چه اهمیتی در اقتصاد دارد؟
-7015501195264718285,تعریف پول از نظر اقتصادی چیست؟
-7015501195264718285,ارزش پول فیات به چیه؟
-7015501195264718285,ریشه کلمه پول در زبان ایران از کجاست؟
-6461673707744911467,یخجال چیه؟
-6461673707744911467,انسان در گذشته برای نگهداری از مواد خوراکی چکار می‌کردند؟
-6461673707744911467,مبرد چیست؟
-6461673707744911467,اولین یخچال برای چه کاری ساخته شد؟
-6461673707744911467,نخستن یخچال چقدر یخ تولید می‌کرد؟
-6461673707744911467,مخترع یخچال خانگی کیست؟
-6461673707744911467,علت تولید کلویناتورها چه بود؟
5827095549430105003,شکر چیه؟
5827095549430105003,مواد موجود در شکر را نام ببرید؟
5827095549430105003,شکر را از چه گیاهانی بدست می‌آورند؟
5827095549430105003,برزیل چه مقدار شکر تولید می‌کند؟
5827095549430105003,نیشکر گیاه چه کشورهایی می‌باشد؟
5827095549430105003,چرا چغندر قندر را پالایش می‌کنند؟
5827095549430105003,پالایش شکر خام چگونه است؟
-6084670700234502155,قهوه چیه؟
-6084670700234502155,قهوه چگونه بوجود می‌آید؟
-6084670700234502155,میزان پخت قهوه به جه عواملی بستگی دارد؟
-6084670700234502155,چرا قهوه باعث تحریک می‌شود؟
-6084670700234502155,کاربرد بوعلی سینا از قهوه چه بود؟
-6084670700234502155,نوشیدن قهوه به چه صورت‌هایی متداول  شده؟
-6084670700234502155,قهوه ترک چه خصوصیت بارزی دارد؟
805423396814152519,آیرودینامیک درباره چه چیزی است؟
805423396814152519,مسائل مربوط به آیرودینامیک در چه مورد هستند؟
805423396814152519,جریان هوا دور هواپیما در رابطه با کدام حوزه آیرودینامیک است؟
805423396814152519,جریان بدون تراکم چیست؟
805423396814152519,جریان هوا به دور یک جسم مربوط به کدام مسئله آیرودینامیکی می شود؟
805423396814152519,جریان هوای داخل تونل مربوط به کدام حوزه آیرودینامیک می شود؟
805423396814152519,شاخه ای از دینامیک گازها که به بررسی رفتار جریان هوا می پردازد، کدام است؟
-4169205561903658119,امنیت شبکه برای چه چیزی استفاده می شود؟
-4169205561903658119,از چه وسایلی برای ایمن کردن شبکه استفاده می شود؟
-4169205561903658119,مهم ترین سطح در ایمن  سازی یک شبکه چیست؟
-4169205561903658119,دلیل ایمن سازی شبکه ها چیست؟
-4169205561903658119,نفوذگران از چه عاملی برای نفوذ سوء استفاده می کنند؟
-4169205561903658119,برای حفاظت از منابع دربرابر ویروس ها چه کاری در امنیت شبکه انجام می شود؟
-4169205561903658119,امنیت اطلاعات از چه چیزی تشکیل شده است؟
-2697136452572099166,مریخ چی هست؟
-2697136452572099166,سیاره مریخ چندمین سیاره در منظومهٔ شمسی است؟
-2697136452572099166,محور زمین چقدر کج است؟
-2697136452572099166,اسم های دیگر سیاره مریخ چیه؟
-2697136452572099166,سیاره مریخ چند برابر زمین است؟
-2697136452572099166,قطر مریخ چقدره؟
-2697136452572099166,چرا می شود در مریخ گیاهان را پرورش داد؟
7951967426924572407,اسکان انسان ها در سیاره مریخ برای چه کاری انجام می شود؟
7951967426924572407,به جز زمین در کدوم سیاره منظومه شمسی امکان زیست وجود دارد؟
7951967426924572407,چرا انسان ها نمی توانند در ماه زندگی کنند؟
7951967426924572407,چرا سیاره مریخ مناسب ترین مکان برای زندگی انسان خارج از زمین است؟
7951967426924572407,زندگی در مریخ چه مشکلاتی دارد؟
7951967426924572407,انسان اولین بار کجا ممناسب برای زندگی خارج زمین می دانست؟
7951967426924572407,برای  فرود نیامدن در مناطق با جاذبه سنگین چه پیشنهادی داده شد؟
-7434500730591156140,ایکو چه ربطی به ایران خودرو داره؟
-7434500730591156140,ایران خودرو چیه؟
-7434500730591156140,اسم ایران خودرو قبلا چی بوده؟
-7434500730591156140,ایران خودرو دفعه اول چی ساخت؟
-7434500730591156140,ساخت پیکان توسط ایران خودرو چه جوری شروع شد؟
-7434500730591156140,چرا پروژه خودرو سازی تمام ایرانی متوقف شد؟
-7434500730591156140,پیکان برای اولین بار چه سالی تولید شد؟
-6505919220459853632,سرمایه داری چیه؟
-6505919220459853632,اساس نظام سرمایه داری بر چیست؟
-6505919220459853632,قانون آزادی مالکیت شخصی چیست؟
-6505919220459853632,یک نظام سرمایه داری چه خصوصیت های دارد؟
-6505919220459853632,در نظام سرمایه داری قیمت را چه کسی مشخص می کند
-6505919220459853632,سرمایه یعنی چی؟
-6505919220459853632,در نظام سرمایه داری سود چه معنی می دهد؟
3097984690149693974,کشور ژاپن شامل چند استان یا ایالت می باشد؟
3097984690149693974,اسم شهر توکیودر گذشته چه بود؟
3097984690149693974,در چه سالی تقسیم بندی های کشور ژاپن بهم خورد؟
3097984690149693974,بزرگترین پایتخت های صنعتی در دنیا چه نام دارند؟
3097984690149693974,کدام شهر بیشترین شرکت را میان بهترین شرکت های دنیا دارد؟
3097984690149693974,شهر توکیو کجاست؟
3097984690149693974,ادو چیه؟
-9163797372294777847,اسم ناسا مخفف چه کلمه های بود؟
-9163797372294777847,ناسا کجاست؟
-9163797372294777847,کار ناسا چیه؟
-9163797372294777847,رئیس‌جمهور امریکا در سال ۱۹۵۸ چه کسی بود؟
-9163797372294777847, ایالات متحدهٔ آمریکا چه زمانی به فکر راه اندازی ناسا افتاد؟
-9163797372294777847,ناسا جای چه سازمانی در آمریکا ایجاد شد؟
-9163797372294777847,مدیر اصلی ناسا کیه؟
-270461299093931977,در شیمی الکل چیه؟
-270461299093931977,اتانول از چی بدست میاد؟
-270461299093931977,مشروبات الکی کدامند؟
-270461299093931977,رازی الکل را با چه عنوانی کشف کرد؟
-270461299093931977,چرا الکل حلال است؟
-270461299093931977,تنتورید چیست؟
-270461299093931977,الکل چوب در جگر چی تولید می کنه؟
7017668220984630474,برنج چیه؟
7017668220984630474,منشأ برنج کجاست؟
7017668220984630474,ریشه‌های برنج تا چه عمقی نفوذ می کنند؟
7017668220984630474,گره در گیاه برنج چیست؟
7017668220984630474,اینکه بین سلول‌های ساقه برنج فضایی زیادی است به چه دردی می خورد؟
7017668220984630474,برگ های برنج چجوری هستند؟
7017668220984630474,پنجه برنج چیه؟
8119567273335181471,ماهواره به دور چی می چرخه؟
8119567273335181471,اهمیت ماهواره ها برای بشر کدامند؟
8119567273335181471,اولین ماهواره چه نام داشت؟
8119567273335181471,کار پروژه اسکور چیست؟
8119567273335181471,اسپوتنیک ۱ یعنی چی؟
8119567273335181471,چه عواملی ماهواره‌ها را از مدار جابه جا می‌کنند؟
